"imdb_id","genre_id"
"tt1748192",4
"tt7746238",4
"tt5821664",4
"tt10656212",4
"tt3032312",4
"tt5606148",4
"tt3069954",4
"tt8076266",4
"tt4597234",4
"tt4848404",4
"tt13499146",4
"tt34662438",4
"tt28005338",4
"tt36820598",4
"tt10840160",4
"tt2112276",4
"tt5581630",4
"tt10932060",4
"tt4713884",4
"tt3956272",4
"tt10044934",4
"tt5946974",4
"tt35484031",4
"tt27246087",4
"tt3032240",4
"tt19072936",4
"tt5935682",4
"tt6433492",4
"tt8302976",4
"tt9024646",4
"tt35295730",5
"tt27433995",5
"tt7429260",5
"tt13387422",5
"tt2187572",5
"tt11799790",5
"tt9420624",5
"tt22029884",5
"tt2773768",5
"tt1304591",5
"tt10932100",5
"tt11271990",5
"tt10427358",5
"tt2316410",5
"tt1301288",5
"tt1227560",5
"tt8024712",5
"tt3239660",5
"tt11828456",5
"tt11343692",5
"tt1369695",5
"tt36926222",5
"tt13409590",5
"tt38734007",5
"tt30400709",5
"tt2112178",5
"tt10039468",5
"tt23857630",5
"tt13606090",5
"tt1817684",5
"tt7777974",5
"tt11900398",5
"tt26903085",5
"tt31549532",5
"tt1725957",5
"tt25150038",5
"tt36239566",5
"tt15528292",5
"tt1479339",5
"tt1356808",5
"tt6730970",5
"tt5882398",5
"tt2455404",5
"tt11754464",5
"tt8669090",5
"tt37897085",5
"tt19877146",5
"tt1301233",5
"tt9490972",5
"tt10975730",5
"tt1190144",5
"tt9581978",5
"tt13728764",5
"tt11799784",5
"tt5725036",5
"tt11799822",5
"tt1190099",5
"tt15712278",5
"tt1979354",5
"tt28549038",5
"tt5514296",5
"tt11710090",5
"tt11708788",5
"tt1576373",5
"tt10300710",5
"tt1385992",5
"tt2912310",5
"tt37150775",5
"tt21986198",5
"tt10726756",5
"tt11187956",5
"tt5164606",5
"tt11127782",5
"tt17497250",5
"tt7088210",5
"tt6880058",5
"tt6570798",5
"tt1754163",5
"tt33479840",5
"tt13370162",5
"tt21619378",5
"tt4291436",5
"tt18748928",5
"tt2285419",5
"tt1979305",5
"tt31109457",5
"tt16266336",5
"tt10280220",5
"tt10681664",5
"tt6366854",5
"tt1537896",5
"tt10468374",5
"tt19367094",5
"tt31547884",5
"tt1318896",5
"tt10092860",5
"tt4889308",5
"tt11640412",5
"tt32351597",5
"tt8453090",5
"tt37884925",5
"tt8512746",5
"tt2285547",5
"tt8065772",5
"tt1414456",5
"tt6357492",5
"tt14728292",5
"tt21922506",5
"tt8297042",5
"tt13540506",5
"tt11997088",5
"tt6481326",5
"tt21100454",5
"tt15763826",5
"tt8512320",5
"tt27950276",5
"tt8076266",5
"tt13920712",5
"tt34749630",5
"tt9530954",5
"tt1356806",5
"tt33311826",5
"tt3032050",5
"tt10640766",5
"tt9359680",5
"tt1369642",5
"tt6527838",5
"tt11710070",5
"tt31709812",5
"tt28856462",5
"tt37659097",5
"tt1286633",5
"tt5169582",5
"tt1445044",5
"tt27918784",5
"tt1318926",5
"tt11644582",5
"tt32424407",5
"tt23857646",5
"tt11646346",5
"tt13932538",5
"tt31145648",5
"tt22394362",5
"tt14793910",5
"tt28000455",5
"tt33362747",5
"tt14399128",5
"tt10521192",5
"tt31070611",5
"tt10773028",5
"tt10656240",5
"tt11646118",5
"tt34761368",5
"tt26923485",5
"tt5799566",5
"tt9249222",5
"tt1431030",5
"tt37508661",5
"tt5658714",5
"tt1657319",5
"tt1653884",5
"tt5640576",5
"tt3032040",5
"tt9121144",5
"tt4848404",5
"tt1286498",5
"tt1308965",5
"tt8856944",5
"tt15353362",5
